state_range,reward
209600-500,-10.0
209650-500,-10.0
209700-500,-10.0
209750-500,-10.0
209800-500,-10.0
209850-500,-10.0
209900-500,-10.0
209950-500,-10.0
210000-500,-10.0
210050-500,-10.0
210100-500,-10.0
210150-500,-10.0
210200-500,-10.0
210250-500,-10.0
210300-500,-10.0
210350-500,-10.0
210400-500,-10.0
210450-500,-10.0
210500-500,-10.0
210550-500,-10.0
210600-500,-10.0
210650-500,-10.0
210700-500,-10.0
210750-500,-10.0
210800-500,-10.0
210850-500,-10.0
210900-500,-10.0
210950-500,-10.0
211000-500,-10.0
211050-500,-10.0
211100-500,-10.0
211150-500,-10.0
211200-500,-10.0
211250-500,-10.0
211300-500,-10.0
211350-500,-10.0
211400-500,-10.0
211450-500,-10.0
211500-500,-10.0
211550-500,-10.0
211600-500,-10.0
211650-500,-10.0
211700-500,-10.0
211750-500,-10.0
211800-500,-10.0
211850-500,-10.0
211900-500,-10.0
211950-500,-10.0
212000-500,-10.0
212050-500,-10.0
212100-500,-10.0
212150-500,-10.0
212200-500,-10.0
212250-500,-10.0
212300-500,-10.0
212350-500,-10.0
212400-500,-10.0
212450-500,-10.0
212500-500,-10.0
212550-500,-10.0
212600-500,-10.0
212650-500,-10.0
212700-500,-10.0
212750-500,-10.0
212800-500,-10.0
212850-500,-10.0
212900-500,-10.0
212950-500,-10.0
213000-500,-10.0
213050-500,-10.0
213100-500,-10.0
213150-500,-10.0
213200-500,-10.0
213250-500,-10.0
213300-500,-10.0
213350-500,-10.0
213400-500,-10.0
213450-500,-10.0
213500-500,-10.0
213550-500,-10.0
213600-500,-10.0
213650-500,-10.0
213700-500,-10.0
213750-500,-10.0
213800-500,-10.0
213850-500,-10.0
213900-500,-10.0
213950-500,-10.0
214000-500,-10.0
214050-500,-10.0
214100-500,-10.0
214150-500,-10.0
214200-500,-10.0
214250-500,-10.0
214300-500,-10.0
214350-500,-10.0
214400-500,-10.0
214450-500,-10.0
214500-500,-10.0
214550-500,-10.0
214600-500,-10.0
214650-500,-10.0
214700-500,-10.0
214750-500,-10.0
214800-500,-10.0
214850-500,-10.0
214900-500,-10.0
214950-500,-10.0
215000-500,-10.0
215050-500,-10.0
215100-500,-10.0
215150-500,-10.0
215200-500,-10.0
215250-500,-10.0
215300-500,-10.0
215350-500,-10.0
215400-500,-10.0
215450-500,-10.0
215500-500,-10.0
215550-500,-10.0
215600-500,-10.0
215650-500,-10.0
215700-500,-10.0
215750-500,-10.0
215800-500,-10.0
215850-500,-10.0
215900-500,-10.0
215950-500,-10.0
216000-500,-10.0
216050-500,-10.0
216100-500,-10.0
216150-500,-10.0
216200-500,-10.0
216250-500,-10.0
216300-500,-10.0
216350-500,-10.0
216400-500,-10.0
216450-500,-10.0
216500-500,-10.0
216550-500,-10.0
216600-500,-10.0
216650-500,-10.0
216700-500,-10.0
216750-500,-10.0
216800-500,-10.0
216850-500,-10.0
216900-500,-10.0
216950-500,-10.0
217000-500,-10.0
217050-500,-10.0
217100-500,-10.0
217150-500,-10.0
217200-500,-10.0
217250-500,-10.0
217300-500,-10.0
217350-500,-10.0
217400-500,-10.0
217450-500,-10.0
217500-500,-10.0
217550-500,-10.0
217600-500,-10.0
217650-500,-10.0
217700-500,-10.0
217750-500,-10.0
217800-500,-10.0
217850-500,-10.0
217900-500,-10.0
217950-500,-10.0
218000-500,-10.0
218050-500,-10.0
218100-500,-10.0
218150-500,-10.0
218200-500,-10.0
218250-500,-10.0
218300-500,-10.0
218350-500,-10.0
218400-500,-10.0
218450-500,-10.0
218500-500,-10.0
218550-500,-10.0
218600-500,-10.0
218650-500,-10.0
218700-500,-10.0
218750-500,-10.0
218800-500,-10.0
218850-500,-10.0
218900-500,-10.0
218950-500,-10.0
219000-500,-10.0
219050-500,-10.0
219100-500,-10.0
219150-500,-10.0
219200-500,-10.0
219250-500,-10.0
219300-500,-10.0
219350-500,-10.0
219400-500,-10.0
219450-500,-10.0
219500-500,-10.0
219550-500,-10.0
219600-500,-10.0
219650-500,-10.0
219700-500,-10.0
219750-500,-10.0
219800-500,-10.0
219850-500,-10.0
219900-500,-10.0
219950-500,-10.0
220000-500,-10.0
220050-500,-10.0
220100-500,-10.0
220150-500,-10.0
220200-500,-10.0
220250-500,-10.0
220300-500,-10.0
220350-500,-10.0
220400-500,-10.0
220450-500,-10.0
220500-500,-10.0
220550-500,-10.0
220600-500,-10.0
220650-500,-10.0
220700-500,-10.0
220750-500,-10.0
220800-500,-10.0
220850-500,-10.0
220900-500,-10.0
220950-500,-10.0
221000-500,-10.0
221050-500,-10.0
221100-500,-10.0
221150-500,-10.0
221200-500,-10.0
221250-500,-10.0
221300-500,-10.0
221350-500,-10.0
221400-500,-10.0
221450-500,-10.0
221500-500,-10.0
221550-500,-10.0
221600-500,-10.0
221650-500,-10.0
221700-500,-10.0
221750-500,-10.0
221800-500,-10.0
221850-500,-10.0
221900-500,-10.0
221950-500,-10.0
222000-500,-10.0
222050-500,-10.0
222100-500,-10.0
222150-500,-10.0
222200-500,-10.0
222250-500,-10.0
222300-500,-10.0
222350-500,-10.0
222400-500,-10.0
222450-500,-10.0
222500-500,-10.0
222550-500,-10.0
222600-500,-10.0
222650-500,-10.0
222700-500,-10.0
222750-500,-10.0
222800-500,-10.0
222850-500,-10.0
222900-500,-10.0
222950-500,-10.0
223000-500,-10.0
223050-500,-10.0
223100-500,-10.0
223150-500,-10.0
223200-500,-10.0
223250-500,-10.0
223300-500,-10.0
223350-500,-10.0
223400-500,-10.0
223450-500,-10.0
223500-500,-10.0
223550-500,-10.0
223600-500,-10.0
223650-500,-10.0
223700-500,-10.0
223750-500,-10.0
223800-500,-10.0
223850-500,-10.0
223900-500,-10.0
223950-500,-10.0
224000-500,-10.0
224050-500,-10.0
224100-500,-10.0
224150-500,-10.0
224200-500,-10.0
224250-500,-10.0
224300-500,-10.0
224350-500,-10.0
224400-500,-10.0
224450-500,-10.0
224500-500,-10.0
224550-500,-10.0
224600-500,-10.0
224650-500,-10.0
224700-500,-10.0
224750-500,-10.0
224800-500,-10.0
224850-500,-10.0
224900-500,-10.0
224950-500,-10.0
225000-500,-10.0
225050-500,-10.0
225100-500,-10.0
225150-500,-10.0
225200-500,-10.0
225250-500,-10.0
225300-500,-10.0
225350-500,-10.0
225400-500,-10.0
225450-500,-10.0
225500-500,-10.0
225550-500,-10.0
225600-500,-10.0
225650-500,-10.0
225700-500,-10.0
225750-500,-10.0
225800-500,-10.0
225850-500,-10.0
225900-500,-10.0
225950-500,-10.0
226000-500,-10.0
226050-500,-10.0
226100-500,-10.0
226150-500,-10.0
226200-500,-10.0
226250-500,-10.0
226300-500,-10.0
226350-500,-10.0
226400-500,-10.0
226450-500,-10.0
226500-500,-10.0
226550-500,-10.0
226600-500,-10.0
226650-500,-10.0
226700-500,-10.0
226750-500,-10.0
226800-500,-10.0
226850-500,-10.0
226900-500,-10.0
226950-500,-10.0
227000-500,-10.0
227050-500,-10.0
227100-500,-10.0
227150-500,-10.0
227200-500,-10.0
227250-500,-10.0
227300-500,-10.0
227350-500,-10.0
227400-500,-10.0
227450-500,-10.0
227500-500,-10.0
227550-500,-10.0
227600-500,-10.0
227650-500,-10.0
227700-500,-10.0
227750-500,-10.0
227800-500,-10.0
227850-500,-10.0
227900-500,-10.0
227950-500,-10.0
228000-500,-10.0
228050-500,-10.0
228100-500,-10.0
228150-500,-10.0
228200-500,-10.0
228250-500,-10.0
228300-500,-10.0
228350-500,-10.0
228400-500,-10.0
228450-500,-10.0
228500-500,-10.0
228550-500,-10.0
228600-500,-10.0
228650-500,-10.0
228700-500,-10.0
228750-500,-10.0
228800-500,-10.0
228850-500,-10.0
228900-500,-10.0
228950-500,-10.0
229000-500,-10.0
229050-500,-10.0
229100-500,-10.0
229150-500,-10.0
229200-500,-10.0
229250-500,-10.0
229300-500,-10.0
229350-500,-10.0
229400-500,-10.0
229450-500,-10.0
229500-500,-10.0
229550-500,-10.0
229600-500,-10.0
229650-500,-10.0
229700-500,-10.0
229750-500,-10.0
229800-500,-10.0
229850-500,-10.0
229900-500,-10.0
229950-500,-10.0
230000-500,-10.0
230050-500,-10.0
230100-500,-10.0
230150-500,-10.0
230200-500,-10.0
230250-500,-10.0
230300-500,-10.0
230350-500,-10.0
230400-500,-10.0
230450-500,-10.0
230500-500,-10.0
230550-500,-10.0
230600-500,-10.0
230650-500,-10.0
230700-500,-10.0
230750-500,-10.0
230800-500,-10.0
230850-500,-10.0
230900-500,-10.0
230950-500,-10.0
231000-500,-10.0
231050-500,-10.0
231100-500,-10.0
231150-500,-10.0
231200-500,-10.0
231250-500,-10.0
231300-500,-10.0
231350-500,-10.0
231400-500,-10.0
231450-500,-10.0
231500-500,-10.0
231550-500,-10.0
231600-500,-10.0
231650-500,-10.0
231700-500,-10.0
231750-500,-10.0
231800-500,-10.0
231850-500,-10.0
231900-500,-10.0
231950-500,-10.0
232000-500,-10.0
232050-500,-10.0
232100-500,-10.0
232150-500,-10.0
232200-500,-10.0
232250-500,-10.0
232300-500,-10.0
232350-500,-10.0
232400-500,-10.0
232450-500,-10.0
232500-500,-10.0
232550-500,-10.0
232600-500,-10.0
232650-500,-10.0
232700-500,-10.0
232750-500,-10.0
232800-500,-10.0
232850-500,-10.0
232900-500,-10.0
232950-500,-10.0
233000-500,-10.0
233050-500,-10.0
233100-500,-10.0
233150-500,-10.0
233200-500,-10.0
233250-500,-10.0
233300-500,-10.0
233350-500,-10.0
233400-500,-10.0
233450-500,-10.0
233500-500,-10.0
233550-500,-10.0
233600-500,-10.0
233650-500,-10.0
233700-500,-10.0
233750-500,-10.0
233800-500,-10.0
233850-500,-10.0
233900-500,-10.0
233950-500,-10.0
234000-500,-10.0
234050-500,-10.0
234100-500,-10.0
234150-500,-10.0
234200-500,-10.0
234250-500,-10.0
234300-500,-10.0
234350-500,-10.0
234400-500,-10.0
234450-500,-10.0
234500-500,-10.0
234550-500,-10.0
234600-500,-10.0
234650-500,-10.0
234700-500,-10.0
234750-500,-10.0
234800-500,-10.0
234850-500,-10.0
234900-500,-10.0
234950-500,-10.0
235000-500,-10.0
235050-500,-10.0
235100-500,-10.0
235150-500,-10.0
235200-500,-10.0
235250-500,-10.0
235300-500,-10.0
235350-500,-10.0
235400-500,-10.0
235450-500,-10.0
235500-500,-10.0
235550-500,-10.0
235600-500,-10.0
235650-500,-10.0
235700-500,-10.0
235750-500,-10.0
235800-500,-10.0
235850-500,-10.0
235900-500,-10.0
235950-500,-10.0
236000-500,-10.0
236050-500,-10.0
236100-500,-10.0
236150-500,-10.0
236200-500,-10.0
236250-500,-10.0
236300-500,-10.0
236350-500,-10.0
236400-500,-10.0
236450-500,-10.0
236500-500,-10.0
236550-500,-10.0
236600-500,-10.0
236650-500,-10.0
236700-500,-10.0
236750-500,-10.0
236800-500,-10.0
236850-500,-10.0
236900-500,-10.0
236950-500,-10.0
237000-500,-10.0
237050-500,-10.0
237100-500,-10.0
237150-500,-10.0
237200-500,-10.0
237250-500,-10.0
237300-500,-10.0
237350-500,-10.0
237400-500,-10.0
237450-500,-10.0
237500-500,-10.0
237550-500,-10.0
237600-500,-10.0
237650-500,-10.0
237700-500,-10.0
237750-500,-10.0
237800-500,-10.0
237850-500,-10.0
237900-500,-10.0
237950-500,-10.0
238000-500,-10.0
238050-500,-10.0
238100-500,-10.0
238150-500,-10.0
238200-500,-10.0
238250-500,-10.0
238300-500,-10.0
238350-500,-10.0
238400-500,-10.0
238450-500,-10.0
238500-500,-10.0
238550-500,-10.0
238600-500,-10.0
238650-500,-10.0
238700-500,-10.0
238750-500,-10.0
238800-500,-10.0
238850-500,-10.0
238900-500,-10.0
238950-500,-10.0
239000-500,-10.0
239050-500,-10.0
239100-500,-10.0
239150-500,-10.0
239200-500,-10.0
239250-500,-10.0
239300-500,-10.0
239350-500,-10.0
239400-500,-10.0
239450-500,-10.0
239500-500,-10.0
239550-500,-10.0
239600-500,-10.0
239650-500,-10.0
239700-500,-10.0
239750-500,-10.0
239800-500,-10.0
239850-500,-10.0
239900-500,-10.0
239950-500,-10.0
240000-500,-10.0
240050-500,-10.0
240100-500,-10.0
240150-500,-10.0
240200-500,-10.0
240250-500,-10.0
240300-500,-10.0
240350-500,-10.0
240400-500,-10.0
240450-500,-10.0
240500-500,-10.0
240550-500,-10.0
240600-500,-10.0
240650-500,-10.0
240700-500,-10.0
240750-500,-10.0
240800-500,-10.0
240850-500,-10.0
240900-500,-10.0
240950-500,-10.0
241000-500,-10.0
241050-500,-10.0
241100-500,-10.0
241150-500,-10.0
241200-500,-10.0
241250-500,-10.0
241300-500,-10.0
241350-500,-10.0
241400-500,-10.0
241450-500,-10.0
241500-500,-10.0
241550-500,-10.0
241600-500,-10.0
241650-500,-10.0
241700-500,-10.0
241750-500,-10.0
241800-500,-10.0
241850-500,-10.0
241900-500,-10.0
241950-500,-10.0
242000-500,-10.0
242050-500,-10.0
242100-500,-10.0
242150-500,-10.0
242200-500,-10.0
242250-500,-10.0
242300-500,-10.0
242350-500,-10.0
242400-500,-10.0
242450-500,-10.0
242500-500,-10.0
242550-500,-10.0
242600-500,-10.0
242650-500,-10.0
242700-500,-10.0
242750-500,-10.0
242800-500,-10.0
242850-500,-10.0
242900-500,-10.0
242950-500,-10.0
243000-500,-10.0
243050-500,-10.0
243100-500,-10.0
243150-500,-10.0
243200-500,-10.0
243250-500,-10.0
243300-500,-10.0
243350-500,-10.0
243400-500,-10.0
243450-500,-10.0
243500-500,-10.0
243550-500,-10.0
243600-500,-10.0
243650-500,-10.0
243700-500,-10.0
243750-500,-10.0
243800-500,-10.0
243850-500,-10.0
243900-500,-10.0
243950-500,-10.0
244000-500,-10.0
244050-500,-10.0
244100-500,-10.0
244150-500,-10.0
244200-500,-10.0
244250-500,-10.0
244300-500,-10.0
244350-500,-10.0
244400-500,-10.0
244450-500,-10.0
244500-500,-10.0
244550-500,-10.0
244600-500,-10.0
244650-500,-10.0
244700-500,-10.0
244750-500,-10.0
244800-500,-10.0
244850-500,-10.0
244900-500,-10.0
244950-500,-10.0
245000-500,-10.0
245050-500,-10.0
245100-500,-10.0
245150-500,-10.0
245200-500,-10.0
245250-500,-10.0
245300-500,-10.0
245350-500,-10.0
245400-500,-10.0
245450-500,-10.0
245500-500,-10.0
245550-500,-10.0
245600-500,-10.0
245650-500,-10.0
245700-500,-10.0
245750-500,-10.0
245800-500,-10.0
245850-500,-10.0
245900-500,-10.0
245950-500,-10.0
246000-500,-10.0
246050-500,-10.0
246100-500,-10.0
246150-500,-10.0
246200-500,-10.0
246250-500,-10.0
246300-500,-10.0
246350-500,-10.0
246400-500,-10.0
246450-500,-10.0
246500-500,-10.0
246550-500,-10.0
246600-500,-10.0
246650-500,-10.0
246700-500,-10.0
246750-500,-10.0
246800-500,-10.0
246850-500,-10.0
246900-500,-10.0
246950-500,-10.0
247000-500,-10.0
247050-500,-10.0
247100-500,-10.0
247150-500,-10.0
247200-500,-10.0
247250-500,-10.0
247300-500,-10.0
247350-500,-10.0
247400-500,-10.0
247450-500,-10.0
247500-500,-10.0
247550-500,-10.0
247600-500,-10.0
247650-500,-10.0
247700-500,-10.0
247750-500,-10.0
247800-500,-10.0
247850-500,-10.0
247900-500,-10.0
247950-500,-10.0
248000-500,-10.0
248050-500,-10.0
248100-500,-10.0
248150-500,-10.0
248200-500,-10.0
248250-500,-10.0
248300-500,-10.0
248350-500,-10.0
248400-500,-10.0
248450-500,-10.0
248500-500,-10.0
248550-500,-10.0
248600-500,-10.0
248650-500,-10.0
248700-500,-10.0
248750-500,-10.0
248800-500,-10.0
248850-500,-10.0
248900-500,-10.0
248950-500,-10.0
249000-500,-10.0
249050-500,-10.0
249100-500,-10.0
249150-500,-10.0
249200-500,-10.0
249250-500,-10.0
249300-500,-10.0
249350-500,-10.0
249400-500,-10.0
249450-500,-10.0
249500-500,-10.0
249550-500,-10.0
249600-500,-10.0
249650-500,-10.0
249700-500,-10.0
249750-500,-10.0
249800-500,-10.0
249850-500,-10.0
249900-500,-10.0
249950-500,-10.0
250000-500,-10.0
250050-500,-10.0
250100-500,-10.0
250150-500,-10.0
250200-500,-10.0
250250-500,-10.0
250300-500,-10.0
250350-500,-10.0
250400-500,-10.0
250450-500,-10.0
250500-500,-10.0
250550-500,-10.0
250600-500,-10.0
250650-500,-10.0
250700-500,-10.0
250750-500,-10.0
250800-500,-10.0
250850-500,-10.0
250900-500,-10.0
250950-500,-10.0
251000-500,-10.0
251050-500,-10.0
251100-500,-10.0
251150-500,-10.0
251200-500,-10.0
251250-500,-10.0
251300-500,-10.0
251350-500,-10.0
251400-500,-10.0
251450-500,-10.0
251500-500,-10.0
251550-500,-10.0
251600-500,-10.0
251650-500,-10.0
251700-500,-10.0
251750-500,-10.0
251800-500,-10.0
251850-500,-10.0
251900-500,-10.0
251950-500,-10.0
252000-500,-10.0
252050-500,-10.0
252100-500,-10.0
252150-500,-10.0
252200-500,-10.0
252250-500,-10.0
252300-500,-10.0
252350-500,-10.0
252400-500,-10.0
252450-500,-10.0
252500-500,-10.0
252550-500,-10.0
252600-500,-10.0
252650-500,-10.0
252700-500,-10.0
252750-500,-10.0
252800-500,-10.0
252850-500,-10.0
252900-500,-10.0
252950-500,-10.0
253000-500,-10.0
253050-500,-10.0
253100-500,-10.0
253150-500,-10.0
253200-500,-10.0
253250-500,-10.0
253300-500,-10.0
253350-500,-10.0
253400-500,-10.0
253450-500,-10.0
253500-500,-10.0
253550-500,-10.0
253600-500,-10.0
253650-500,-10.0
253700-500,-10.0
253750-500,-10.0
253800-500,-10.0
253850-500,-10.0
253900-500,-10.0
253950-500,-10.0
254000-500,-10.0
254050-500,-10.0
254100-500,-10.0
254150-500,-10.0
254200-500,-10.0
254250-500,-10.0
254300-500,-10.0
254350-500,-10.0
254400-500,-10.0
254450-500,-10.0
254500-500,-10.0
254550-500,-10.0
254600-500,-10.0
254650-500,-10.0
254700-500,-10.0
254750-500,-10.0
254800-500,-10.0
254850-500,-10.0
254900-500,-10.0
254950-500,-10.0
255000-500,-10.0
255050-500,-10.0
255100-500,-10.0
255150-500,-10.0
255200-500,-10.0
255250-500,-10.0
255300-500,-10.0
255350-500,-10.0
255400-500,-10.0
255450-500,-10.0
255500-500,-10.0
255550-500,-10.0
255600-500,-10.0
255650-500,-10.0
255700-500,-10.0
255750-500,-10.0
255800-500,-10.0
255850-500,-10.0
255900-500,-10.0
255950-500,-10.0
256000-500,-10.0
256050-500,-10.0
256100-500,-10.0
256150-500,-10.0
256200-500,-10.0
256250-500,-10.0
256300-500,-10.0
256350-500,-10.0
256400-500,-10.0
256450-500,-10.0
256500-500,-10.0
256550-500,-10.0
256600-500,-10.0
256650-500,-10.0
256700-500,-10.0
256750-500,-10.0
256800-500,-10.0
256850-500,-10.0
256900-500,-10.0
256950-500,-10.0
257000-500,-10.0
257050-500,-10.0
257100-500,-10.0
257150-500,-10.0
257200-500,-10.0
257250-500,-10.0
257300-500,-10.0
257350-500,-10.0
257400-500,-10.0
257450-500,-10.0
257500-500,-10.0
257550-500,-10.0
257600-500,-10.0
257650-500,-10.0
257700-500,-10.0
257750-500,-10.0
257800-500,-10.0
257850-500,-10.0
257900-500,-10.0
257950-500,-10.0
258000-500,-10.0
258050-500,-10.0
258100-500,-10.0
258150-500,-10.0
258200-500,-10.0
258250-500,-10.0
258300-500,-10.0
258350-500,-10.0
258400-500,-10.0
258450-500,-10.0
